packed_designation,resonant_count,classical_count,scattering_count,detached_count,other_count
K15RR7S,301,0,0,0,0
K15RR7T,301,0,0,0,0
K15RR7U,301,0,0,0,0
K15RR7V,301,0,0,0,0
K15RR7X,301,0,0,0,0
K15RR7Y,301,0,0,0,0
K15RR7Z,160,0,141,0,0
K15RR8A,300,0,1,0,0
K15RR8B,263,0,0,38,0
K15RR8C,10,291,0,0,0
K15RR8D,301,0,0,0,0
K15RR8E,282,19,0,0,0
K15RR8F,56,245,0,0,0
K15RR8G,301,0,0,0,0
K15RR8H,293,0,8,0,0
K15RR8J,301,0,0,0,0
K15RR8K,301,0,0,0,0
K15RR8L,295,0,0,6,0
K15RR8M,47,254,0,0,0
K15RR8O,301,0,0,0,0
K15RR8P,0,301,0,0,0
K15RR8Q,0,301,0,0,0
K15RR8R,301,0,0,0,0
K15RR8S,301,0,0,0,0
K15RR8T,301,0,0,0,0
K15RR8U,0,10,0,291,0
K15RR8V,257,0,0,44,0
K15RR8X,0,301,0,0,0
K15RR8Y,0,301,0,0,0
K15RR8Z,0,0,301,0,0
K15RR9A,0,0,301,0,0
K15RR9B,0,0,301,0,0
K15RR9C,0,0,301,0,0
K15RR9D,87,0,161,53,0
K15RR9E,123,0,0,178,0
K15RR9F,0,15,286,0,0
K15RR9G,5,0,0,296,0
K15RR9H,83,0,0,218,0
K15RR9J,0,0,0,301,0
K15RR9L,0,301,0,0,0
K15RR9M,0,301,0,0,0
K15RR9N,0,301,0,0,0
K15RR9P,0,301,0,0,0
K15RR9Q,0,301,0,0,0
K15RR9R,0,301,0,0,0
K15RR9S,0,301,0,0,0
K15RR9T,0,301,0,0,0
K15RR9U,0,301,0,0,0
K15RR9V,0,301,0,0,0
K15RR9W,0,301,0,0,0
K15RR9Y,0,301,0,0,0
K15RR9Z,0,301,0,0,0
K15RS0A,0,301,0,0,0
K15RS0B,0,301,0,0,0
K15RS0C,0,301,0,0,0
K15RS0D,0,301,0,0,0
K15RS0E,0,301,0,0,0
K15RS0F,0,301,0,0,0
K15RS0G,0,301,0,0,0
K15RS0H,0,301,0,0,0
K15RS0L,0,301,0,0,0
K15RS0M,0,301,0,0,0
K15RS0N,0,301,0,0,0
K15RS0O,0,301,0,0,0
K15RS0P,0,301,0,0,0
K15RS0Q,0,301,0,0,0
K15RS0R,0,301,0,0,0
K15RS0S,0,301,0,0,0
K15RS0T,0,301,0,0,0
K15RS0W,0,301,0,0,0
K15RS0X,0,301,0,0,0
K15RS0Y,0,301,0,0,0
K15RS1A,0,301,0,0,0
K15RS1B,0,301,0,0,0
K15RS1C,0,301,0,0,0
K15RS1D,0,301,0,0,0
K15RS1E,0,301,0,0,0
K15RS1F,0,301,0,0,0
K15RS1G,0,301,0,0,0
K15RS1H,0,301,0,0,0
K15RS1J,0,301,0,0,0
K15RS1K,0,301,0,0,0
K15RS1L,0,301,0,0,0
K15RS1M,0,301,0,0,0
K15RS1N,0,301,0,0,0
K15RS1O,0,301,0,0,0
K15RS1P,0,301,0,0,0
K15RS1Q,25,0,276,0,0
K15RX4V,301,0,0,0,0
K15RY5X,0,301,0,0,0
K15RY5Y,0,301,0,0,0
K15S20P,0,301,0,0,0
K15S20V,301,0,0,0,0
K15S49Z,0,301,0,0,0
K15Ta0Y,301,0,0,0,0
K15Ta1A,0,301,0,0,0
K15Ta1C,301,0,0,0,0
K15Ta1J,0,301,0,0,0
K15Ta1L,301,0,0,0,0
K15Ta1P,301,0,0,0,0
K15Ta1R,301,0,0,0,0
K15Ta1V,111,0,11,179,0
K15Ta1W,301,0,0,0,0
K15Ta2F,14,0,0,287,0
K15Ta2G,0,301,0,0,0
K15Ta2P,0,0,0,301,0
K15Ta2R,297,4,0,0,0
K15Ta3J,0,301,0,0,0
K15Ta3K,0,301,0,0,0
K15Ta3S,301,0,0,0,0
K15Ta3X,0,301,0,0,0
K15Ta7G,14,79,0,208,0
K15Te8Q,301,0,0,0,0
K15Tj4P,0,0,301,0,0
K15Tj4Q,10,0,0,291,0
K15U84K,3,215,0,83,0
K15U87H,187,0,114,0,0
K15UA5O,0,0,0,301,0
K15VF7D,301,0,0,0,0
K15VG4A,0,301,0,0,0
K15VG4B,0,301,0,0,0
K15VG4C,0,301,0,0,0
K15VG4D,0,301,0,0,0
K15VG4J,301,0,0,0,0
K15VG4K,301,0,0,0,0
K15VG4L,301,0,0,0,0
K15VG4M,301,0,0,0,0
K15VG4N,301,0,0,0,0
K15VG4O,301,0,0,0,0
K15VG4P,301,0,0,0,0
K15VG4R,301,0,0,0,0
K15VG4S,301,0,0,0,0
K15VG4U,301,0,0,0,0
K15VG4V,301,0,0,0,0
K15VG4W,301,0,0,0,0
K15VG4X,301,0,0,0,0
K15VG4Y,301,0,0,0,0
K15VG4Z,301,0,0,0,0
K15VG5A,301,0,0,0,0
K15VG5B,301,0,0,0,0
K15VG5C,301,0,0,0,0
K15VG5D,301,0,0,0,0
K15VG5E,301,0,0,0,0
K15VG5F,301,0,0,0,0
K15VG5G,301,0,0,0,0
K15VG5H,301,0,0,0,0
K15VG5J,301,0,0,0,0
K15VG5K,301,0,0,0,0
K15VG5L,301,0,0,0,0
K15VG5M,301,0,0,0,0
K15VG5N,301,0,0,0,0
K15VG5O,301,0,0,0,0
K15VG5P,301,0,0,0,0
K15VG5Q,301,0,0,0,0
K15VG5R,300,1,0,0,0
K15VG5S,301,0,0,0,0
K15VG5T,301,0,0,0,0
K15VG5U,301,0,0,0,0
K15VG5V,301,0,0,0,0
K15VG5W,301,0,0,0,0
K15VG5X,301,0,0,0,0
K15VG5Y,301,0,0,0,0
K15VG5Z,301,0,0,0,0
K15VG6A,301,0,0,0,0
K15VG6B,301,0,0,0,0
K15VG6C,300,0,1,0,0
K15VG6D,301,0,0,0,0
K15VG6E,301,0,0,0,0
K15VG6F,301,0,0,0,0
K15VG6G,301,0,0,0,0
K15VG6H,301,0,0,0,0
K15VG6J,301,0,0,0,0
K15VG6K,301,0,0,0,0
K15VG6L,301,0,0,0,0
K15VG6M,301,0,0,0,0
K15VG6N,301,0,0,0,0
K15VG6O,195,0,53,53,0
K15VG6P,11,0,150,140,0
K15VG6Q,137,164,0,0,0
K15VG6R,301,0,0,0,0
K15VG6S,301,0,0,0,0
K15VG6T,301,0,0,0,0
K15VG6U,301,0,0,0,0
K15VG6V,300,1,0,0,0
K15VG6W,295,6,0,0,0
K15VG6X,301,0,0,0,0
K15VG6Y,300,1,0,0,0
K15VG6Z,283,18,0,0,0
K15VG7A,301,0,0,0,0
K15VG7B,169,132,0,0,0
K15VG7C,301,0,0,0,0
K15VG7D,301,0,0,0,0
K15VG7E,301,0,0,0,0
K15VG7F,301,0,0,0,0
K15VG7G,301,0,0,0,0
K15VG7H,301,0,0,0,0
K15VG7J,301,0,0,0,0
K15VG7K,301,0,0,0,0
K15VG7M,301,0,0,0,0
K15VG7N,301,0,0,0,0
K15VG7O,21,0,0,280,0
K15VG7P,0,301,0,0,0
K15VG7Q,36,0,0,265,0
K15VG7R,279,0,22,0,0
K15VG7S,297,0,0,4,0
K15VG7T,294,7,0,0,0
K15VG7U,0,301,0,0,0
K15VG7V,98,203,0,0,0
K15VG7W,0,301,0,0,0
K15VG7X,0,301,0,0,0
K15VG7Y,0,301,0,0,0
K15VG7Z,0,0,301,0,0
K15VG8A,81,0,220,0,0
K15VG8B,43,0,258,0,0
K15VG8C,0,0,301,0,0
K15VG8D,7,0,294,0,0
K15VG8E,0,0,301,0,0
K15VG8F,0,0,301,0,0
K15VG8G,45,0,0,256,0
K15VG8H,0,0,0,301,0
K15VG8J,98,0,0,203,0
K15VG8K,0,0,0,301,0
K15VG8L,107,0,24,170,0
K15VG8M,0,0,0,301,0
K15VG8N,0,0,0,301,0
K15VG8O,0,0,0,301,0
K15VG8P,0,301,0,0,0
K15VG8Q,0,301,0,0,0
K15VG8R,0,301,0,0,0
K15VG8S,0,301,0,0,0
K15VG8T,0,301,0,0,0
K15VG8U,0,301,0,0,0
K15VG8V,0,301,0,0,0
K15VG8W,0,301,0,0,0
K15VG8X,0,301,0,0,0
K15VG8Y,0,301,0,0,0
K15VG8Z,0,301,0,0,0
K15VG9A,0,301,0,0,0
K15VG9B,0,301,0,0,0
K15VG9C,59,242,0,0,0
K15VG9D,0,301,0,0,0
K15VG9E,0,301,0,0,0
K15VG9F,0,301,0,0,0
K15VG9G,0,301,0,0,0
K15VG9H,0,301,0,0,0
K15VG9J,0,301,0,0,0
K15VG9K,0,301,0,0,0
K15VG9L,0,301,0,0,0
K15VG9M,0,301,0,0,0
K15VG9R,0,301,0,0,0
K15VG9S,0,301,0,0,0
K15VG9T,0,301,0,0,0
K15VG9U,0,301,0,0,0
K15VG9V,0,301,0,0,0
K15VG9W,0,301,0,0,0
K15VG9X,0,301,0,0,0
K15VG9Z,0,301,0,0,0
K15VH0B,0,301,0,0,0
K15VH0C,0,301,0,0,0
K15VH0D,0,301,0,0,0
K15VH0E,18,283,0,0,0
K15VH0F,0,301,0,0,0
K15VH0G,0,301,0,0,0
K15VH0H,0,301,0,0,0
K15VH0J,0,301,0,0,0
K15VH0K,0,301,0,0,0
K15VH0L,0,301,0,0,0
K15VH0M,0,301,0,0,0
K15VH0N,0,301,0,0,0
K15VH0O,0,301,0,0,0
K15VH0P,0,301,0,0,0
K15VH0Q,0,301,0,0,0
K15VH0R,0,301,0,0,0
K15VH0S,0,301,0,0,0
K15VH0T,0,301,0,0,0
K15VH0U,0,301,0,0,0
K15VH0V,0,301,0,0,0
K15VH0W,0,301,0,0,0
K15VH0X,0,301,0,0,0
K15VH0Y,0,301,0,0,0
K15VH0Z,0,301,0,0,0
K15VH1A,0,301,0,0,0
K15VH1B,0,301,0,0,0
K15VH1C,0,301,0,0,0
K15VH1D,0,301,0,0,0
K15VH1E,0,301,0,0,0
K15VH1F,0,301,0,0,0
K15VH1G,0,301,0,0,0
K15VH1H,0,301,0,0,0
K15VH1J,0,301,0,0,0
K15VH1K,0,301,0,0,0
K15VH1L,0,301,0,0,0
K15VH1M,0,301,0,0,0
K15VH1N,0,301,0,0,0
K15VH1O,0,301,0,0,0
K15VH1P,0,301,0,0,0
K15VH1Q,0,301,0,0,0
K15VH1R,0,301,0,0,0
K15VH1S,0,301,0,0,0
K15VH1T,0,301,0,0,0
K15VH1U,0,301,0,0,0
K15VH1V,0,301,0,0,0
K15VH1W,0,301,0,0,0
K15VH1X,0,301,0,0,0
K15VH1Y,0,301,0,0,0
K15VH1Z,0,301,0,0,0
K15VH2A,0,301,0,0,0
K15VH2C,0,301,0,0,0
K15VH2D,4,297,0,0,0
K15VH2E,0,301,0,0,0
K15VH2F,0,301,0,0,0
K15VH2G,0,301,0,0,0
K15VH2H,0,301,0,0,0
K15VH2J,0,301,0,0,0
K15VH2L,0,301,0,0,0
K15VH2M,0,301,0,0,0
K15VH2N,0,301,0,0,0
K15VH2O,0,301,0,0,0
K15VH2P,0,301,0,0,0
K15VH2R,0,301,0,0,0
K15VH2S,0,301,0,0,0
K15VH2T,0,301,0,0,0
K15VH2U,0,301,0,0,0
K15VH2V,0,301,0,0,0
K15VH2W,0,301,0,0,0
K15VH2X,0,301,0,0,0
K15VH2Y,0,301,0,0,0
K15VH2Z,0,301,0,0,0
K15VH3A,0,301,0,0,0
K15VH3B,0,301,0,0,0
K15VH3C,0,301,0,0,0
K15VH3D,0,301,0,0,0
K15VH3E,0,301,0,0,0
K15VH3F,0,301,0,0,0
K15VH3G,0,301,0,0,0
K15VH3H,0,301,0,0,0
K15VH3J,0,301,0,0,0
K15VH3K,0,301,0,0,0
K15VH3L,0,301,0,0,0
K15VH3M,0,301,0,0,0
K15VH3N,0,301,0,0,0
K15VH3O,0,301,0,0,0
K15VH3Q,0,301,0,0,0
K15VH3R,0,301,0,0,0
K15VH3S,0,301,0,0,0
K15VH3T,0,301,0,0,0
K15VI1J,0,301,0,0,0
K15VI4X,16,0,0,285,0
K15VI4Z,301,0,0,0,0
K15VK2O,301,0,0,0,0
K15VK2P,0,0,0,301,0
K15VK7Q,0,0,301,0,0
K15VK7R,1,0,0,300,0
K15VK7S,0,0,301,0,0
K15VK7T,42,0,0,259,0
K15VK7U,301,0,0,0,0
K15VK7V,177,0,0,124,0
K15VK8B,60,0,0,241,0
K15Xm0O,299,2,0,0,0
K16AR8N,0,301,0,0,0
K16CS9D,100,0,0,201,0
K16CW3N,43,0,258,0,0
K16F58X,0,0,0,301,0
K16F59L,0,301,0,0,0
K16F59N,0,0,0,301,0
K16F60C,301,0,0,0,0
K16F60D,0,301,0,0,0
K16FG4K,0,301,0,0,0
K16GR6Z,30,0,271,0,0
K16GR7B,32,0,0,269,0
K16L89X,0,301,0,0,0
K16PL9N,301,0,0,0,0
K16PL9U,0,301,0,0,0
K16PM0K,19,254,0,28,0
K16PM0L,3,0,118,180,0
K16PM0M,0,301,0,0,0
K16PM0N,0,301,0,0,0
K16PM0O,0,301,0,0,0
K16PM0P,0,301,0,0,0
K16PM0T,0,301,0,0,0
K16Q85P,18,0,0,283,0
K16QD3Z,301,0,0,0,0
K16QD4L,0,301,0,0,0
K16QD4M,0,301,0,0,0
K16QD4N,301,0,0,0,0
K16QD4O,301,0,0,0,0
K16QD4P,60,0,1,240,0
K16QD4V,301,0,0,0,0
K16QD4W,0,301,0,0,0
K16QD4X,0,301,0,0,0
K16QD4Y,0,301,0,0,0
K16QD4Z,0,301,0,0,0
K16QD5A,0,301,0,0,0
K16QD5B,0,0,301,0,0
K16QD5C,0,301,0,0,0
K16QD5D,0,301,0,0,0
K16QD5E,0,301,0,0,0
K16QD5F,0,0,0,301,0
K16QD5G,0,301,0,0,0
K16R81U,0,301,0,0,0
K16R81V,0,301,0,0,0
K16R81X,0,301,0,0,0
K16R82A,0,301,0,0,0
K16R82D,0,301,0,0,0
K16R82F,0,0,0,301,0
K16R82G,0,301,0,0,0
K16R82H,0,301,0,0,0
K16R82J,0,301,0,0,0
K16R82K,0,301,0,0,0
K16R82L,301,0,0,0,0
K16R82M,0,301,0,0,0
K16R82O,0,301,0,0,0
K16R82P,300,1,0,0,0
K16R82Q,0,301,0,0,0
K16R82R,0,301,0,0,0
K16R82S,0,301,0,0,0
K16R82T,0,301,0,0,0
K16R82W,18,0,0,283,0
K16R82X,0,301,0,0,0
K16S46S,4,2,295,0,0
K16S55Q,0,301,0,0,0
K16S55S,21,0,0,280,0
K16S55U,0,301,0,0,0
K16S55Y,301,0,0,0,0
K16S56A,0,0,0,301,0
K16S56B,0,301,0,0,0
K16S56E,301,0,0,0,0
K16S56K,0,301,0,0,0
K16S56N,0,301,0,0,0
K16S56O,301,0,0,0,0
K16S56P,0,0,0,301,0
K16S56U,2,0,0,299,0
K16S56Y,0,301,0,0,0
K16S57F,301,0,0,0,0
K16S57J,301,0,0,0,0
K16S57U,0,301,0,0,0
K16S57W,0,301,0,0,0
K16S58E,0,301,0,0,0
K16S58J,301,0,0,0,0
K16S58Q,301,0,0,0,0
K16S58R,300,0,0,1,0
K16S58V,0,151,0,150,0
K16S59C,0,301,0,0,0
K16SA5J,0,301,0,0,0
K16SA5R,0,0,301,0,0
K16SA5W,301,0,0,0,0
K16SA5X,0,0,0,301,0
K16SA5Y,216,14,0,71,0
K16SA5Z,0,301,0,0,0
K16SA6B,0,301,0,0,0
K16T94S,301,0,0,0,0
K16T94T,0,301,0,0,0
K16T94W,0,301,0,0,0
K16T94Y,0,0,0,301,0
K16T94Z,0,301,0,0,0
K16T95A,301,0,0,0,0
K16TH6L,0,301,0,0,0
K16TH6M,0,0,0,301,0
K16UR3L,0,301,0,0,0
K16UR3O,301,0,0,0,0
K16UR3P,0,0,301,0,0
K16UR3Q,0,301,0,0,0
K16W75B,0,301,0,0,0
K16X34O,0,301,0,0,0
K17DC1M,0,301,0,0,0
K17DC1N,301,0,0,0,0
K17FG1O,300,0,0,1,0
K17FG1Q,301,0,0,0,0
K17FH3E,108,0,0,193,0
K17O69F,301,0,0,0,0
K17O69G,0,301,0,0,0
K17O69K,0,0,0,301,0
K17OG6W,301,0,0,0,0
K17QD1Q,0,301,0,0,0
K17QD1U,0,0,0,301,0
K17RD7Y,0,301,0,0,0
K17RD7Z,0,301,0,0,0
K17SR7E,154,0,0,147,0
K17SR9E,0,0,301,0,0
K17U51X,0,0,301,0,0
K17V34O,56,0,0,245,0
K17W30H,78,0,223,0,0
K17Y03K,301,0,0,0,0
K17Y05G,0,0,301,0,0
K18A18X,22,40,0,239,0
K18A18Z,11,91,0,199,0
K18A39H,105,196,0,0,0
K18A39K,0,0,0,301,0
K18M13F,252,0,49,0,0
K18V18G,301,0,0,0,0
K19A77C,5,2,0,294,0
K19E05T,99,70,0,132,0
K19G23J,0,301,0,0,0
K19GE0M,301,0,0,0,0
K19QA9S,0,301,0,0,0
K19QA9T,0,301,0,0,0
K19QA9U,0,301,0,0,0
K19QA9V,0,0,301,0,0
K19QA9Y,0,301,0,0,0
K19QA9Z,0,301,0,0,0
K19QB0A,0,301,0,0,0
K19QB0B,0,301,0,0,0
K19QB0D,0,301,0,0,0
K19QB0G,0,301,0,0,0
K19QB0H,0,301,0,0,0
K19QB0K,300,1,0,0,0
K19QB0L,1,300,0,0,0
K19QB0M,0,301,0,0,0
K19QB0N,0,301,0,0,0
K19QB0O,0,301,0,0,0
K19QB0P,0,301,0,0,0
K19QB0Q,0,301,0,0,0
K19QB0R,0,301,0,0,0
K19QB0S,0,301,0,0,0
K19QB0T,0,301,0,0,0
K19QB0U,0,301,0,0,0
K19QB0V,0,301,0,0,0
K19QB0X,0,301,0,0,0
K19QB0Y,0,301,0,0,0
K19QB0Z,301,0,0,0,0
K19QB1A,0,301,0,0,0
K19QB1B,0,301,0,0,0
K19QB1D,0,301,0,0,0
K19QB1E,0,301,0,0,0
K19QB1F,0,301,0,0,0
K19QB1G,0,301,0,0,0
K19QB1H,2,299,0,0,0
K19QB1L,0,301,0,0,0
K19QB1N,0,301,0,0,0
K19QB1P,0,301,0,0,0
K19QB1T,0,301,0,0,0
K19R04O,0,301,0,0,0
K19SE9S,0,0,301,0,0
K19SK4O,0,0,301,0,0
K19SN5B,0,301,0,0,0
K19SN5H,0,301,0,0,0
K19SN5J,0,301,0,0,0
K19SN5N,1,300,0,0,0
K19SN5O,0,301,0,0,0
K19SN5P,0,301,0,0,0
K19T07X,0,0,301,0,0
K19U12H,0,0,301,0,0
K20B63Q,0,301,0,0,0
K20B94Z,107,0,0,194,0
K20B95A,42,0,0,259,0
K20B95B,91,0,210,0,0
K20BA1Y,9,57,0,235,0
K20BA2F,34,0,0,267,0
K20C03M,0,0,299,2,0
K20D05D,0,0,301,0,0
K20D06H,15,286,0,0,0
K20D06J,129,172,0,0,0
K20F31B,300,0,0,1,0
K20F40P,73,0,0,228,0
K20F40Q,0,0,0,301,0
K20F40R,22,0,279,0,0
K20K11Q,300,1,0,0,0
K20K11S,1,0,300,0,0
K20K11V,0,0,301,0,0
K20K54E,301,0,0,0,0
K20K56J,0,301,0,0,0
K20Q83H,300,0,1,0,0
K20S35E,301,0,0,0,0
K20U73X,1,300,0,0,0
K20U73Y,0,300,1,0,0
K20U73Z,0,301,0,0,0
K20U74A,0,301,0,0,0
K20U74C,0,301,0,0,0
K20U74D,118,183,0,0,0
K20U74E,0,301,0,0,0
K20U74F,13,288,0,0,0
K20V26L,0,0,301,0,0
K21B15K,90,0,107,104,0
K21C46J,0,301,0,0,0
K21C46K,301,0,0,0,0
K21C46L,0,0,300,1,0
K21D15M,0,301,0,0,0
K21D15N,0,301,0,0,0
K21D15O,11,290,0,0,0
K21D15P,6,0,0,295,0
K21D15Q,301,0,0,0,0
K21D15R,0,0,0,301,0
K21D15S,0,301,0,0,0
K21D17G,0,301,0,0,0
K21D17H,0,301,0,0,0
K21D17J,0,0,0,301,0
K21D19N,0,301,0,0,0
K21F54Q,101,0,0,200,0
K21GC2U,0,0,0,301,0
K21GC2V,301,0,0,0,0
K21GC2W,17,284,0,0,0
K21L37L,0,0,0,301,0
K21L43N,301,0,0,0,0
K21L43U,0,301,0,0,0
K21Q98F,0,0,301,0,0
K21Q98G,0,0,0,301,0
K21Q98H,0,301,0,0,0
K21RK9V,0,0,57,244,0
K21RN6U,1,300,0,0,0
K21RN6V,0,301,0,0,0
K21RN6W,0,301,0,0,0
K21RN6X,0,301,0,0,0
K21RN6Y,0,301,0,0,0
K21RN6Z,51,250,0,0,0
K21RN7A,76,0,71,154,0
K21RN7B,0,301,0,0,0
K21RN7C,0,301,0,0,0
K21RN7D,0,301,0,0,0
K21RN7E,0,301,0,0,0
K21RN7F,0,301,0,0,0
K21RN7G,0,301,0,0,0
K21RN7H,0,301,0,0,0
K21RN7J,0,301,0,0,0
K21RN7K,0,301,0,0,0
K21RN7L,1,0,300,0,0
K21RN7M,301,0,0,0,0
K21RN7N,0,301,0,0,0
K21RN7R,0,301,0,0,0
K21RN7S,0,301,0,0,0
K21RN7T,280,21,0,0,0
K21RN7V,30,0,0,271,0
K21RN7W,87,0,6,208,0
K21RN7X,0,301,0,0,0
K21TG5H,0,0,296,5,0
K21TJ1P,18,281,0,2,0
K21X07D,0,0,0,301,0
K22F06R,4,297,0,0,0
K22F07A,300,0,1,0,0
K22F09H,106,0,195,0,0
K22F12G,31,270,0,0,0
K22F12K,16,285,0,0,0
K22G03Y,301,0,0,0,0
K22G03Z,0,301,0,0,0
K22G04P,43,258,0,0,0
K22G06V,102,0,199,0,0
K22G07G,0,301,0,0,0
K22H01E,0,301,0,0,0
K22H19Q,297,0,4,0,0
K22L02V,0,0,301,0,0
K22L16K,0,0,0,301,0
K22QQ1D,0,301,0,0,0
K22QQ1E,0,301,0,0,0
K22QQ1F,0,0,0,301,0
K22U10N,0,0,301,0,0
